YGD_ID	gene_name	NCBI_ID	chr	start	end	strand	gene_type	gene_description	human_gene_ID	human_gene_name	yeast_gene_similarity	interpro_ID	interpro_description	GO_slim_ID	GO_slim_description
YBR099C			II	442924	443307	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified gene MMS4 [Source:SGD;Acc:S000000303]							
YBR103C-A															
YBR113W			II	465566	466048	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene CYC8 [Source:SGD;Acc:S000000317]							
YBR116C			II	474199	474726	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene TKL2 [Source:SGD;Acc:S000000320]							
YBR121C-A															
YBR126W-B															
YBR131C-A															
YBR134W															
YBR141W-A															
YBR144C															
YBR157C															
YBR174C															
YBR178W															
YBR182C-A															
YBR184W															
YBR190W															
YBR191W-A															
YBR196C-B															
YBR197C															
YBR201C-A															
YBR206W															
YBR221W-A															
YBR223W-A															
YBR224W			II	670125	670640	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene TDP1 [Source:SGD;Acc:S000000428]							
YBR225W															
YBR226C															
YBR230W-A															
YBR232C			II	683373	683732	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000000436]							
YBR259W															
YBR266C															
YBR277C															
YBR285W															
YBR296C-A															
YBR298C-A															
YBR300C			II	808600	809097	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YBR301W; YBR300C is not an essential gene [Source:SGD;Acc:S000000504]							
YCL007C															
YCL012C															
YCL022C															
YCL023C															
YCL041C															
YCL042W															
YCL046W															
YCL054W-A															
YCL065W			III	13751	14119	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps HMLALPHA1 [Source:SGD;Acc:S000000570]							
YCL074W															
YCL075W															
YCL076W															
YCR001W															
YCR006C															
YCR013C															
YCR016W															
YCR022C															
YCR025C															
YCR038W-A															
YCR043C															
YCR045W-A															
YCR047W-A															
YCR049C															
YCR050C															
YCR064C															
YCR081C-A			III	258415	258651	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps with SRB8/YCR081W; identified by gene-trapping, microarray expression analysis, and genome-wide homology searching [Source:SGD;Acc:S000028609]							
YCR085W															
YCR087W															
YCR090C															
YCR095W-A															
YCR097W-A			III	294439	294705	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by homology to a hemiascomycetous yeast protein [Source:SGD;Acc:S000007632]							
YCR099C															
YCR100C															
YCR102W-A			III	306735	306932	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000007231]				IPR001142	Yeast membrane protein DUP/COS	GO:0016020;GO:0031410	membrane;cytoplasmic vesicle
YCR107W															
YCR108C															
YDL007C-A															
YDL011C			IV	432308	432631	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the uncharacterized ORF YDL010W [Source:SGD;Acc:S000002169]							
YDL016C															
YDL022C-A															
YDL023C															
YDL025W-A															
YDL026W			IV	404749	405060	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000002184]							
YDL032W															
YDL034W															
YDL037C															
YDL041W			IV	378102	378455	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene SIR2/YDL042C [Source:SGD;Acc:S000002199]							
YDL050C			IV	364446	364817	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000002208]							
YDL062W															
YDL068W			IV	333500	333829	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000002226]							
YDL071C															
YDL086C-A															
YDL094C			IV	289572	290081	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verfied gene PMT5/YDL093W; YDL094C is not essential [Source:SGD;Acc:S000002252]							
YDL096C															
YDL114W-A															
YDL118W															
YDL151C															
YDL152W			IV	182822	183187	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF SAS10/YDL153C, a component of the small ribosomal subunit processosome [Source:SGD;Acc:S000002311]							
YDL158C															
YDL159W-A															
YDL162C															
YDL163W															
YDL169C															
YDL172C			IV	148607	149086	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000002331]							
YDL176W															
YDL177C															
YDL185C-A															
YDL186W															
YDL187C															
YDL196W			IV	106741	107070	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; open reading frame is located in promoter region of essential gene SEC31 [Source:SGD;Acc:S000002355]							
YDL221W															
YDL228C															
YDL240C-A															
YDL241W															
YDL242W															
YDL243C															
YDL247W-A															
YDR003W-A															
YDR008C			IV	462252	462602	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps TRP1/YDR007W on opposite strand [Source:SGD;Acc:S000002415]							
YDR010C															
YDR015C															
YDR024W															
YDR042C															
YDR048C			IV	553084	553398	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF VMS1/YDR049W [Source:SGD;Acc:S000002455]							
YDR068W															
YDR094W															
YDR095C															
YDR102C															
YDR112W			IV	679544	679852	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ALT2/YDR111C; null mutant displays increased levels of spontaneous Rad52p foci [Source:SGD;Acc:S000002519]							
YDR114C															
YDR118W-A															
YDR124W															
YDR133C			IV	720962	721297	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps YDR134C [Source:SGD;Acc:S000002540]							
YDR136C			IV	727711	728283	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 4% of ORF overlaps the verified gene RGP1; deletion causes a vacuolar protein sorting defect [Source:SGD;Acc:S000002543]							
YDR149C			IV	755555	756262	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene NUM1/YDR150W; null mutation blocks anaerobic growth [Source:SGD;Acc:S000002556]							
YDR154C															
YDR157W															
YDR169C-A															
YDR183C-A			IV	830397	830654	-	protein_coding	Dubious open reading frame unlikely to encode a functional protein; identified by fungal homology and RT-PCR [Source:SGD;Acc:S000028540]							
YDR187C			IV	836228	836746	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified, essential ORF CCT6/YDR188W [Source:SGD;Acc:S000002595]							
YDR193W			IV	844554	844952	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000002601]							
YDR194W-A															
YDR199W			IV	854175	854540	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene VPS64/YDR200C; computationally predicted to have thiol-disulfide oxidoreductase activity [Source:SGD;Acc:S000002607]							
YDR203W															
YDR220C															
YDR230W															
YDR241W			IV	945151	945438	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 1% of ORF overlaps the verified gene SNU56; diploid mutant displays a weak budding pattern phenotype in a systematic assay [Source:SGD;Acc:S000002649]							
YDR246W-A															
YDR249C															
YDR250C			IV	960086	960361	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000002658]							
YDR269C			IV	1005665	1005988	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000002677]							
YDR271C															
YDR274C															
YDR277C															
YDR286C															
YDR290W	YDR290W		IV	1039370	1039699	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF RTT103 [Source:SGD;Acc:S000002698]							
YDR320W-B															
YDR327W															
YDR344C															
YDR354C-A															
YDR355C			IV	1186067	1186369	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified essential ORF SPC110/YDR356W [Source:SGD;Acc:S000002763]							
YDR360W															
YDR371C-A															
YDR396W			IV	1266295	1266795	+	protein_coding	Dubious open reading frame unlikely to encode a functional protein; extensively overlaps essential NCB2 gene encoding the beta subunit of the NC2 dimeric histone-fold complex [Source:SGD;Acc:S000002804]							
YDR401W			IV	1272223	1272786	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000002809]							
YDR406W-A	YDR406W-A		IV	1283799	1284044	+	protein_coding	Dubious open reading frame unlikely to encode a functional protein; identified by fungal homology and RT-PCR [Source:SGD;Acc:S000028543]							
YDR413C			IV	1294836	1295411	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the essential uncharacterized ORF YDR412W that is implicated in rRNA processing [Source:SGD;Acc:S000002821]							
YDR417C			IV	1301555	1301926	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF RPL12B/YDR418W [Source:SGD;Acc:S000002825]							
YDR426C															
YDR431W			IV	1328390	1328701	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000002839]							
YDR433W															
YDR442W			IV	1345647	1346039	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000002850]							
YDR445C			IV	1352182	1352589	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000002853]							
YDR455C															
YDR461C-A															
YDR464C-A															
YDR467C			IV	1397583	1397909	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000002875]							
YDR475C															
YDR491C			IV	1434500	1434991	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000002899]							
YDR509W			IV	1468226	1468573	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000002917]							
YDR510C-A			IV	1469695	1469811	-	protein_coding	Dubious open reading frame unlikely to encode a functional protein; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching [Source:SGD;Acc:S000028615]							
YDR524C-A															
YDR524W-C															
YDR525W															
YDR526C			IV	1491075	1491545	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000002934]							
YDR535C															
YDR537C															
YDR542W															
YDR543C															
YDR544C															
YDR545C-A			IV	1530863	1531342	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified ORF YRF1-1/YDR545W [Source:SGD;Acc:S000028617]							
YEL008C-A															
YEL008W															
YEL009C-A															
YEL010W															
YEL018C-A			V	121455	121988	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps ORF EAF5/YEL018W [Source:SGD;Acc:S000028742]							
YEL020C-B															
YEL023C															
YEL028W															
YEL030C-A															
YEL032C-A															
YEL034C-A			V	85613	86215	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps HYP2/YEL034W, a verified gene that encodes eiF-5A [Source:SGD;Acc:S000028743]							
YEL035C															
YEL045C			V	68840	69265	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; deletion gives MMS sensitivity, growth defect under alkaline conditions, less than optimal growth upon citric acid stress [Source:SGD;Acc:S000000771]						GO:0043167	ion binding
YEL050W-A			V	59549	59740	+	protein_coding	Dubious open reading frame unlikely to encode a functional protein; identified by fungal homology and RT-PCR [Source:SGD;Acc:S000028545]							
YEL053W-A			V	52908	53255	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene RPL12A/YEL054C [Source:SGD;Acc:S000028744]							
YEL057C															
YEL059W	HHY1		V	42652	42960	+	protein_coding	Dubious open reading frame unlikely to encode a functional protein; mutant is hypersensitive to hygromycin B indicative of defects in vacuolar trafficking [Source:SGD;Acc:S000000785]							
YEL067C															
YEL068C															
YEL073C															
YEL074W															
YEL075C															
YEL075W-A															
YEL076C															
YEL076C-A															
YEL077W-A															
YER006C-A															
YER023C-A															
YER034W															
YER046W-A															
YER066C-A															
YER067C-A			V	292240	292563	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF RGI1/YER067W [Source:SGD;Acc:S000028748]							
YER068C-A			V	295301	295732	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF ARG5,6/YER069W [Source:SGD;Acc:S000028749]							
YER076C															
YER076W-A			V	313390	313737	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YER076C [Source:SGD;Acc:S000028750]							
YER078W-A															
YER079C-A			V	319902	320240	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF AIM9/YER080W [Source:SGD;Acc:S000028751]							
YER079W															
YER084W-A			V	327598	328110	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps uncharacterized ORF YER085C [Source:SGD;Acc:S000028752]							
YER085C															
YER087C-A															
YER088C-A															
YER088W-B															
YER090C-A															
YER091C-A															
YER097W															
YER107W-A			V	374394	374714	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified ORF GLE2/YER107C [Source:SGD;Acc:S000028755]							
YER119C-A															
YER121W															
YER133W-A															
YER135C															
YER137W-A															
YER138W-A															
YER145C-A															
YER147C-A			V	465203	465613	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF SPT15/YER148W [Source:SGD;Acc:S000028759]							
YER148W-A			V	466185	466763	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps ORF PEA2/YER149C [Source:SGD;Acc:S000028760]							
YER152W-A															
YER156C									ENSG00000139637	C12orf10	39.6277				
YER158C															
YER158W-A			V	491487	491702	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching [Source:SGD;Acc:S000028624]							
YER165C-A			V	512627	512983	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene DNF1/YER166W [Source:SGD;Acc:S000028762]							
YER172C-A															
YER175W-A															
YER186C															
YER187W															
YER188C-A															
YER188W															
YER189W															
YER190C-A			V	574804	575379	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified ORF YRF1-2/YER190W; identified by gene-trapping, expression analysis, and homology [Source:SGD;Acc:S000028626]							
YFL012W															
YFL012W-A	YFL012W-A		VI	109810	110184	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene IES1/YFL013C [Source:SGD;Acc:S000002964]							
YFL013W-A			VI	107799	108602	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps IES1/YFL013C; identified by gene-trapping, microarray expression analysis, and genome-wide homology searching [Source:SGD;Acc:S000028628]							
YFL015W-A			VI	106415	106732	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF YFL015C [Source:SGD;Acc:S000028765]							
YFL019C															
YFL021C-A			VI	95761	96615	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF GAT1/YFL021W [Source:SGD;Acc:S000028766]							
YFL031C-A															
YFL032W			VI	74872	75192	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene HAC1/YFL031W; YFL032W is not an essential gene [Source:SGD;Acc:S000001862]							
YFL041W-A															
YFL056C															
YFL063W															
YFL064C															
YFL065C															
YFR009W-A															
YFR010W-A			VI	166728	166916	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the uncharacterized gene YFR011C; identified by expression profiling and mass spectrometry [Source:SGD;Acc:S000028824]							
YFR012W-A															
YFR020W															
YFR026C															
YFR034W-A															
YFR036W-A			VI	227451	228101	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps verified ORF RSC8/YFR037C [Source:SGD;Acc:S000028767]							
YFR052C-A			VI	253429	253734	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF HXK1/YFR053C [Source:SGD;Acc:S000028768]							
YFR054C															
YFR056C			VI	263957	264325	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized gene YFR055W [Source:SGD;Acc:S000001951]							
YGL006W-A															
YGL007C-A															
YGL007W															
YGL014C-A															
YGL015C															
YGL024W	YGL024W		VII	449788	450123	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially/completely overlaps the verified ORF PGD1/YGL025C [Source:SGD;Acc:S000002992]							
YGL041C			VII	419022	419225	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000003009]							
YGL042C			VII	418288	418593	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; deletion mutation blocks replication of Brome mosaic virus in S. cerevisiae, but this is likely due to effects on the overlapping gene DST1 [Source:SGD;Acc:S000003010]							
YGL052W															
YGL063C-A															
YGL069C															
YGL072C			VII	371003	371362	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene HSF1; null mutant displays increased resistance to antifungal agents gliotoxin, cycloheximide and H2O2 [Source:SGD;Acc:S000003040]							
YGL074C			VII	368596	368922	-	protein_coding	Dubious open reading frame unlikely to encode a functional protein; overlaps 5' end of essential HSF1 gene encoding heat shock transcription factor [Source:SGD;Acc:S000003042]							
YGL102C															
YGL109W															
YGL117W															
YGL118C															
YGL123C-A															
YGL132W															
YGL138C															
YGL152C			VII	216692	217369	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF PEX14/YGL153W [Source:SGD;Acc:S000003120]							
YGL165C			VII	191398	191976	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF CUP2/YGL166W [Source:SGD;Acc:S000003133]							
YGL176C															
YGL177W															
YGL182C															
YGL188C															
YGL188C-A															
YGL193C															
YGL199C															
YGL214W			VII	90010	90495	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; deletion mutation phenotype is likely due to the overlapping verified ORF SKI8/YGL213C [Source:SGD;Acc:S000003182]							
YGL217C															
YGL218W															
YGL235W															
YGL239C			VII	49431	49745	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene CSE1 [Source:SGD;Acc:S000003208]							
YGL258W-A															
YGL260W															
YGL261C															
YGL262W															
YGR011W															
YGR018C															
YGR021W															
YGR022C															
YGR025W															
YGR035C															
YGR035W-A															
YGR039W															
YGR050C															
YGR051C															
YGR053C															
YGR064W															
YGR068W-A															
YGR069W			VII	627083	627418	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000003301]							
YGR073C			VII	635615	635986	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; extensively overlaps essential SMD1 gene encoding a U6 snRNP protein [Source:SGD;Acc:S000003305]							
YGR079W															
YGR107W															
YGR111W															
YGR114C			VII	720265	720654	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; open reading frame overlaps 5' end of the essential gene SPT6 [Source:SGD;Acc:S000003346]							
YGR115C			VII	720372	721151	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified and essential ORF SPT6/YGR115C [Source:SGD;Acc:S000003347]							
YGR121W-A															
YGR122C-A															
YGR126W															
YGR127W															
YGR137W			VII	762888	763262	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000003369]							
YGR139W															
YGR146C															
YGR151C			VII	794655	794990	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps almost completely with the verified ORF RSR1/BUD1/YGR152C; relative distribution to the nucleus increases upon DNA replication stress [Source:SGD;Acc:S000003383]						GO:0005737;GO:0005634	cytoplasm;nucleus
YGR153W															
YGR160W			VII	807073	807684	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000003392]							
YGR161W-C															
YGR164W															
YGR174C															
YGR174W-A															
YGR176W															
YGR182C															
YGR187C															
YGR190C															
YGR204C-A															
YGR219W			VII	936035	936376	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF MRPL9/YGR220C [Source:SGD;Acc:S000003451]						GO:0005737;GO:0005634	cytoplasm;nucleus
YGR226C			VII	946792	947001	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; overlaps significantly with a verified ORF, AMA1/YGR225W [Source:SGD;Acc:S000003458]							
YGR228W			VII	949365	949709	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF SMI1/YGR229C [Source:SGD;Acc:S000003460]							
YGR237C															
YGR240C-A															
YGR242W			VII	976415	976723	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF YAP1802/YGR241C [Source:SGD;Acc:S000003474]							
YGR259C															
YGR265W			VII	1021648	1022058	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF MES1/YGR264C, which encodes methionyl-tRNA synthetase [Source:SGD;Acc:S000003497]							
YGR269W			VII	1026636	1026962	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF HUA1/YGR268C [Source:SGD;Acc:S000003501]						GO:0005737;GO:0005634	cytoplasm;nucleus
YGR270C-A			VII	1027382	1027600	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified ORF YTA7/YGR270W [Source:SGD;Acc:S000028641]							
YGR273C															
YGR290W			VII	1075482	1075925	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; putative HLH protein; partially overlaps the verified ORF MAL11/YGR289C (a high-affinity maltose transporter) [Source:SGD;Acc:S000003522]							
YGR291C															
YGR293C			VII	1079885	1080346	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YGR294W [Source:SGD;Acc:S000003525]							
YGR296C-A			VII	1088870	1089445	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps TEL07R [Source:SGD;Acc:S000028642]							
YGR296C-B		4594642	VII	1089746	1090228	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; contained completely within TEL07R [Source:SGD;Acc:S000028643]							
YHL002C-A			VIII	102587	103075	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF HSE1/YHL002W [Source:SGD;Acc:S000028770]							
YHL006W-A															
YHL013C															
YHL015W-A															
YHL019W-A			VIII	67711	68304	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene APM2/YHL019C [Source:SGD;Acc:S000028772]							
YHL030W-A															
YHL034W-A															
YHL041W															
YHL046C															
YHL046W-A															
YHL048C-A															
YHL049C															
YHL050W-A			VIII	811	1293	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching [Source:SGD;Acc:S000028644]							
YHR022C-A															
YHR028W-A															
YHR032C-A															
YHR032W-A															
YHR049C-A			VIII	207234	207530	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000003532]							
YHR050W-A															
YHR052W-A			VIII	212510	212704	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps CUP1-1 [Source:SGD;Acc:S000028647]							
YHR054C															
YHR054W-A			VIII	214508	214702	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps CUP1-2 [Source:SGD;Acc:S000028648]							
YHR056W-A			VIII	217406	217840	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps ORF RSC30/YHR056C [Source:SGD;Acc:S000028777]							
YHR063W-A			VIII	225442	225777	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps ORF SSZ1/YHR064C [Source:SGD;Acc:S000028778]							
YHR069C-A			VIII	234874	235236	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps ORF TRM5/YHR070W [Source:SGD;Acc:S000028779]							
YHR070C-A															
YHR071C-A															
YHR073C-B															
YHR073W-A															
YHR086W-A															
YHR093W															
YHR095W															
YHR125W															
YHR131W-A															
YHR137C-A															
YHR139C-A															
YHR145C			VIII	388981	389337	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000001188]							
YHR165W-A															
YHR173C															
YHR180C-B															
YHR180W-A			VIII	466932	467114	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps dubious ORF YHR180C-B and long terminal repeat YHRCsigma3 [Source:SGD;Acc:S000028555]							
YHR182C-A															
YHR182W															
YHR193C-A															
YHR212C															
YHR212W-A															
YHR213W															
YHR213W-B															
YHR214C-E															
YHR214W-A															
YHR217C															
YHR218W-A															
